DBA,EPP,EWJ,FEZ,FXE,GLD,ILF,QQQ,SHV,SPY,USO,XBI,Mkt-RF,SMB,HML,RF
0.07968121622583335,0.015441416576689848,0.012977453562688757,0.007280018272270095,0.0019361878896715368,0.025399918748145067,0.015681819303759337,0.0051021971413161005,0.0005528973720463348,0.007597400577822544,0.00654039049457289,0.015163915862504984,,,,
-0.04059032512903682,0.004666444825090377,0.0035587561706134085,-0.0025944374260640224,0.000154759303765184,-0.0032169366918541886,-0.005684919900787566,-0.0006623465789296068,-0.000184317162903902,-0.0019549865675877465,-0.028904344267402515,0.00040927355576991786,,,,
-0.004999971054143404,0.002642658813059029,0.0,-0.005945770272718254,0.0008503848926582069,0.010811653312046143,0.003430453795523425,-0.008171454874460804,0.0005511649508371796,0.0004196656671042742,0.020304593101453605,0.0018408851329074771,,,,
0.00502509639064086,0.0019171417651817624,-0.0007092092555455176,-0.0031776281311790555,0.002625893593646067,-0.006066428349583153,-0.01151654194407814,-0.018481209360847628,-9.12260165454315e-05,-0.003355992191490631,-0.022388097040650812,-0.010616414665708618,,,,
-0.005769249760856132,0.01682083574912152,0.007097035780599503,0.012376046074270786,0.00030800357746874063,0.01188566814032277,0.019114072334783794,0.0020413812053932112,-0.0001836371976154938,0.0019640591663012685,0.027758518983259206,0.0008256587775079538,,,,
0.00967135461987545,7.813208533802296e-05,0.0,-0.009631692729789365,-0.0009242518872223382,-0.004444425068204416,0.002679760636038475,-0.01086695712571828,0.0003674317554176465,-0.0030806407949783843,-0.01327931912075997,-0.01030970535723763,,,,
0.018007425338473437,0.015600539457129692,0.005638226758623688,0.007855221597877105,0.006166305233062719,0.024075288693266694,0.023752730636730224,-0.0025174064714693634,9.148718896256902e-05,0.002949399840652678,0.04128652753173334,-0.006874878627032177,,,,
-0.019570916236052005,-0.007795975793621124,0.01331453249373804,0.007051115916462569,-0.004519728292067593,0.0015568810352599716,0.012760981384007719,0.016520651118651086,0.0005515687584194406,0.008053549607357047,0.009857545086544794,0.009649620097502698,,,,
-0.00460647333051456,-0.025751155165113948,-0.01659769875920991,-0.014188310476589638,-0.001769938699251683,-0.004197174953764704,-0.02772046157707264,-0.012866813975034419,0.0,-0.011740074265520484,-0.018004295961600802,-0.013504928785571968,,,,
0.004242198776143402,0.0038332715478426316,0.0007030457965622183,0.003364395162798628,-0.0019269343641189485,0.0017171497743337927,0.0073043320175429916,-0.003657855465305948,-9.160801433616417e-05,-0.0009140144342744128,0.02231054365629004,-0.002527213646255966,,,,
-0.01689702918335123,0.0006361734462383417,0.0035139194149000907,0.00242137809449372,0.002857822255345255,-0.006233406928398799,-0.012865674329077592,0.0009174146930837068,0.0007346378371988482,-0.0005622921538029901,-0.028305911692888208,0.004856167446488868,,,,
0.012499913534900875,0.012799006443564132,0.006302604700761272,0.01022202124625915,0.0014631529790054554,0.0070566216043466135,0.011552438076517513,0.0004586422079144725,0.0,0.00520888080818116,0.053146527124134035,0.0063037791474949145,,,,
